title,price,product_url,image_url,description,date_fetch,parent,brand
Case of Rao's Homemade Alfredo Arrabbiata Sauce,$96.00 USD,https://www.raos.com/products/case-of-alfredo-arrabbiata-sauce,//www.raos.com/cdn/shop/files/Rao_sHomemadeAlfredoArrabbiata_ad53fcbb-f3d5-40b3-be40-8aa815754ed7_533x.webp?v=1711655834,"Rao’s Homemade Alfredo Arrabbiata pasta sauce is made with high quality ingredients creating a super creamy, cheesy, decadent sauce loaded with flavor and a kick of heat. Use this sauce for a spicy spin on fettucine alfredo. Each jar of pasta sauce brings you the warm, classic taste of homemade pasta sauce with a premium flavor.",2024-07-28,Campbell Soup Company,Rao's
Case of Rao's Homemade Alfredo Sauce,$96.00 USD,https://www.raos.com/products/case-of-alfredo-sauce,//www.raos.com/cdn/shop/products/Raos_Sauce_Alfredo_Sauce_15oz_ProductShot_600x600_41b0cfc2-3f0d-4584-a8d7-3056fd40e825_533x.png?v=1689192805,"Bring home the famous taste of Rao’s Homemade® Alfredo Sauce. Our Alfredo sauce is a rich, velvety blend of cheese, cream and butter.",2024-07-28,Campbell Soup Company,Rao's
Case of Rao's Homemade Arrabbiata Sauce,From $96.00 USD,https://www.raos.com/products/case-of-arrabbiata-sauce,//www.raos.com/cdn/shop/products/Raos_Sauce_Arrabbiata_24oz_ProductShot_600x600_4756ca96-25c6-4115-8fb5-4ed711fec562_533x.png?v=1689192808,"Bring home the famous taste of Rao’s Homemade® Arrabbiata Sauce. Add a kick of heat to your meal. Arrabbiata or “angry” sauce is a spicy, yet balanced sauce made with slow-simmered Italian tomatoes and crushed red pepper.",2024-07-28,Campbell Soup Company,Rao's
Case of Rao's Homemade Bacon Alfredo Sauce,$96.00 USD,https://www.raos.com/products/case-of-bacon-alfredo,//www.raos.com/cdn/shop/files/Rao_sHomemadeBaconAlfredo_0da6a35a-8cf6-4356-a895-65ca0f394682_533x.webp?v=1711655549,"Rao’s Homemade Bacon Alfredo pasta sauce is made with high quality ingredients resulting in a super creamy, smoky sauce loaded with flavor that works great for a spin on your fettucine alfredo. Each jar of pasta sauce brings you the warm, classic taste of homemade pasta sauce with a premium flavor.",2024-07-28,Campbell Soup Company,Rao's
Case of Rao's Homemade Basil Pesto,$30.00 USD,https://www.raos.com/products/case-of-basil-pesto,//www.raos.com/cdn/shop/products/Raos_Sauce_Basil-Pesto_6.7oz_600x600_014aaec6-8e6e-43fb-b387-cf560199b040_533x.png?v=1689192808,"Bring home the famous taste of Rao’s Homemade® Basil Pesto. Our classic, basil pesto is a flavorful combination of basil, cheese, oil and nuts.",2024-07-28,Campbell Soup Company,Rao's
Case of Rao's Homemade Bolognese Sauce,$96.00 USD,https://www.raos.com/products/case-of-bolognese-sauce,//www.raos.com/cdn/shop/products/Raos_Sauce_Bolognese_24oz_ProductShot_600x600_c68822fa-3103-4839-b310-dc25a9eff51e_533x.png?v=1689192787,"Bring home the famous taste of Rao’s Homestyle® Bolognese. Our Bolognese sauce is a mouth-watering combination of naturally sweet, Italian tomatoes, beef, pork, pancetta and vegetables.",2024-07-28,Campbell Soup Company,Rao's
Case of Rao's Homemade Caramelized Onion Sauce,$96.00 USD,https://www.raos.com/products/case-of-caramelized-onion-pasta-sauce,//www.raos.com/cdn/shop/files/RaosHomemadeCaramelizedOnionSauce_ae94dcfc-8a19-41ba-be3e-579f61101c30_533x.webp?v=1715870180,"Rao's Caramelized Onion Pasta Sauce is a delicious blend of Italian tomatoes, caramelized onions, garlic, basil, & oregano for a rich taste. Buy some today!",2024-07-28,Campbell Soup Company,Rao's
Case of Rao's Homemade Fire Grilled Vegetable Sauce,$96.00 USD,https://www.raos.com/products/case-of-raos-homemade-fire-grilled-vegetable-sauce,//www.raos.com/cdn/shop/files/Rao_sHomemadeFireGrilledVegetable_b8c42373-6571-4609-b915-1a21a15f2a14_533x.webp?v=1711656022,"Rao’s Homemade Fire Grilled Vegetable sauce uses red, yellow, and green peppers and red onion simmered with Italian tomatoes to create this hearty sauce with a subtle, roasted flavor. This pasta sauce is slow simmered in open kettles to achieve the most authentic Italian flavor.",2024-07-28,Campbell Soup Company,Rao's
Case of Rao's Homemade Four Cheese Alfredo Sauce,$96.00 USD,https://www.raos.com/products/case-of-raos-homemade-four-cheese-alfredo-sauce,//www.raos.com/cdn/shop/files/Rao_sHomemadeFourCheeseAlfredo_feae2a69-181b-4825-bfcd-02caa06352b5_533x.webp?v=1711655977,"Rao’s Homemade Four Cheese Alfredo pasta sauce is made with high quality ingredients resulting in a super creamy, cheesy, decadent sauce loaded with flavor that works great in your fettucine alfredo. Each jar of pasta sauce brings you the warm, classic taste of homemade pasta sauce with a premium flavor.",2024-07-28,Campbell Soup Company,Rao's
Case of Rao's Homemade Four Cheese Sauce,$96.00 USD,https://www.raos.com/products/case-of-four-cheese-sauce,//www.raos.com/cdn/shop/products/Raos_Sauce_Four_Cheese_24oz_ProductShot_600x600_13cbf5a4-cf8a-40f6-8996-dceebc59b88e_533x.png?v=1689192799,"Bring home the famous taste of Rao’s Homemade® Four Cheese Sauce. This sauce is a rich blend of Italian tomatoes and four classic, Italian cheeses without onions or garlic.",2024-07-28,Campbell Soup Company,Rao's
N/A,N/A,N/A,N/A,N/A,2024-07-28,Campbell Soup Company,Rao's
Case of Rao's Homemade Italian Sausage & Mushroom Sauce,$96.00 USD,https://www.raos.com/products/case-of-italian-sausage-mushroom-sauce,//www.raos.com/cdn/shop/products/Raos_Sauce_SausageMushroom_24oz_ProductShot_600x600_fbf7ec76-51ab-4c88-9ed0-9351e0ff54c2_533x.png?v=1689192787,"Bring home the famous taste of Rao’s Homestyle® Italian Sausage & Mushroom Sauce. This sauce is made with the finest Italian tomatoes imported from southern Italy, simmered with sausage, mushrooms and spices.",2024-07-28,Campbell Soup Company,Rao's
Case of Rao's Homemade Margherita Pizza Sauce,$30.00 USD,https://www.raos.com/products/case-of-margherita-pizza-sauce,//www.raos.com/cdn/shop/files/RaosMargheritaPizza_533x.webp?v=1690904434,Bring home the famous taste of Rao’s Homemade® Margherita Pizza Sauce. We slow-simmered Italian tomatoes with fresh herbs to create this authentic sauce.,2024-07-28,Campbell Soup Company,Rao's
Case of Rao's Homemade Marinara Sauce,From $72.00 USD,https://www.raos.com/products/case-of-marinara-sauce,//www.raos.com/cdn/shop/products/Raos_Sauce_Marinara_24oz_ProductShot_600x600_402fd827-6d2a-44c8-b03a-d4b062a04f9d_533x.png?v=1689192797,Bring home the famous taste of Rao’s Homemade® Marinara Sauce. We slow cook sweet Italian plum tomatoes with fresh ingredients to create this classic sauce.,2024-07-28,Campbell Soup Company,Rao's
Case of Rao's Homemade Mushroom & Bell Pepper Sauce,$96.00 USD,https://www.raos.com/products/case-of-mushroom-bell-pepper-sauce,//www.raos.com/cdn/shop/products/Raos_Sauce_MushroomBellPepper_24oz_ProductShot_600x600_fd10e686-bb26-49d9-b7be-0dd4fd1ed32d_533x.png?v=1689192799,"Bring home the famous taste of Rao’s Homemade® Mushroom and Bell Pepper. This versatile sauce is created by slowly simmering Italian tomatoes and a hearty combination of mushrooms, peppers and onions.",2024-07-28,Campbell Soup Company,Rao's
Case of Rao's Homemade Pizza Arrabbiata Sauce,$30.00 USD,https://www.raos.com/products/case-of-pizza-arrabbiata-sauce,//www.raos.com/cdn/shop/files/RaosPizzaArrabbiataSauce_533x.webp?v=1690904565,"Italian whole peeled tomatoes, Italian cherry tomatoes, olive oil, carrots, onions, salt, crushed red pepper, oregano, garlic, basil",2024-07-28,Campbell Soup Company,Rao's
Case of Rao's Homemade Pizza Sauce,$30.00 USD,https://www.raos.com/products/case-of-pizza-sauce,//www.raos.com/cdn/shop/files/RaosPizzaSauce_533x.webp?v=1690904463,"Bring home the famous taste of Rao’s Homemade® Pizza Sauce. Our classic pizza sauce is a delicious combination of Italian whole peeled tomatoes, cherry tomatoes and natural herbs, slow-simmered to perfection.",2024-07-28,Campbell Soup Company,Rao's
Case of Rao's Homemade Roasted Garlic Alfredo Sauce,$96.00 USD,https://www.raos.com/products/case-of-roasted-garlic-alfredo-sauce,//www.raos.com/cdn/shop/products/Roasted-Garlic-Alfredo_533x.png?v=1689192805,Our twist on Alfredo sauce uses roasted garlic to add a burst of flavor.,2024-07-28,Campbell Soup Company,Rao's
Case of Rao's Homemade Roasted Garlic Pizza Sauce,$30.00 USD,https://www.raos.com/products/case-of-raos-homemade-roasted-garlic-pizza-sauce,//www.raos.com/cdn/shop/files/Rao_sHomemadeRoastedGarlicPizza_fde0e5ac-f987-4ded-9cf6-301fc74d4aa5_533x.webp?v=1711656189,"Bring home the famous taste of Rao’s Homemade Roasted Garlic Pizza Sauce. Rao’s Homemade Roasted Garlic Pizza Sauce is a premium, carb conscious pizza sauce made with only the finest ingredients. Each batch of Rao’s Homemade Pizza Sauce is slow-cooked in small batches with high quality ingredients. These wholesome ingredients blend sweet Italian tomatoes, olive oil, and onions with fresh basil, fresh garlic, oregano, black pepper and salt creating a pizza sauce that brings back memories of family dinners around the table.",2024-07-28,Campbell Soup Company,Rao's
Case of Rao's Homemade Roasted Garlic Sauce,From $96.00 USD,https://www.raos.com/products/case-of-roasted-garlic-sauce,//www.raos.com/cdn/shop/products/Raos_Sauce_RoastedGarlic_24oz_ProductShot_600x600_db09ad70-0111-41eb-b836-29890f1b9fcd_533x.png?v=1689192800,"Bring home the famous taste of Rao’s Homemade® Roasted Garlic Sauce. Slow roasted, caramelized garlic is combined with naturally sweet Italian tomatoes to create an aromatic sauce.",2024-07-28,Campbell Soup Company,Rao's
Case of Rao's Homemade Roasted Red Pepper Sauce,$96.00 USD,https://www.raos.com/products/case-of-raos-homemade-roasted-red-pepper-sauce,//www.raos.com/cdn/shop/files/Rao_sHomemadeRoastedRedPepper_1bc5d09b-fcc9-4a2d-979e-13dba3f9a37e_533x.webp?v=1711656734,"Rao’s Homemade Roasted Red Pepper sauce is made with red peppers that are roasted to bring out a sweet, complex flavor and combined with Italian tomatoes to create this unique sauce. This pasta sauce is slow simmered in open kettles to achieve the most authentic Italian flavor. Rao’s Roasted Red Pepper Sauce is made with wholesome ingredients, combining 100% naturally sweet Italian tomatoes, olive oil, roasted red pepper, onions, salt, basil, garlic, and oregano, creating a flavorful spaghetti sauce that is sure to please everyone around the table.",2024-07-28,Campbell Soup Company,Rao's
Case of Rao's Homemade Sensitive Marinara Sauce,$96.00 USD,https://www.raos.com/products/case-of-sensitive-marinara-sauce,//www.raos.com/cdn/shop/products/Raos_Sauce_Sensitive-Marinara_24oz_ProductShot_600x600_5037354b-be27-4629-a5e6-8b9fa05ad86e_533x.png?v=1689192800,"Bring home the famous taste of Rao’s Homemade® Sensitive Marinara Sauce. This sauce does not contain onions or garlic, while still keeping all the flavor of our slow-simmered Italian tomatoes",2024-07-28,Campbell Soup Company,Rao's
Case of Rao's Homemade Spicy Vodka Arrabbiata Sauce,$96.00 USD,https://www.raos.com/products/case-of-spicy-vodka-arrabbiata,//www.raos.com/cdn/shop/files/RaosHomemadeVodkaArrabbiataSauce_0c25aac1-ea73-4ca0-a452-3d7b933a68cb_533x.webp?v=1715870287,"Rao's Vodka Arrabbiata Sauce is a blend of tomatoes, olive oil, parmesan cheese, cheese, onions, and red pepper, making for a spicy kick. Buy some today!",2024-07-28,Campbell Soup Company,Rao's
N/A,N/A,N/A,N/A,N/A,2024-07-28,Campbell Soup Company,Rao's
Case of Rao's Homemade Sun Dried Tomato Pesto,$30.00 USD,https://www.raos.com/products/case-of-sun-dried-tomato-pesto,//www.raos.com/cdn/shop/products/Raos_Sauce_Sundried-Tomato-Pesto_6.7oz_600x600_46055e64-1842-43f1-9577-ca54508012ce_533x.png?v=1689192808,"Bring home the famous taste of Rao’s Homemade® Sundried Tomato Pesto. This pesto uses sundried tomatoes, tomato pulp, oil, cheese and nuts for a refreshing take on the classic.",2024-07-28,Campbell Soup Company,Rao's
Case of Rao's Homemade Tomato Basil Sauce,From $96.00 USD,https://www.raos.com/products/case-of-tomato-basil-sauce,//www.raos.com/cdn/shop/products/Raos_Sauce_TomatoBasil_24oz_ProductShot_600x600_12459511-d6d9-485c-9fb7-39131eccec03_533x.png?v=1689192811,Bring home the famous taste of Rao’s Homemade® Tomato Basil Sauce. This versatile sauce combines our slow-simmered Italian tomatoes with the aromatic flavor of basil.,2024-07-28,Campbell Soup Company,Rao's
Case of Rao's Homemade Tomato Herb Sauce,$96.00 USD,https://www.raos.com/products/case-of-tomato-herb-sauce,//www.raos.com/cdn/shop/products/Raos_Sauce_Tomato-Herb_24oz_ProductShot_600x600_a9cf3f76-924c-4d20-bdd8-d7edaea50b17_533x.png?v=1689192802,Bring home the famous taste of Rao’s Homemade® Tomato Herb Sauce. This sauce is a slow-simmered combination of Italian whole peeled and cherry tomatoes with natural herbs.,2024-07-28,Campbell Soup Company,Rao's
Case of Rao's Homemade Vodka Sauce,From $96.00 USD,https://www.raos.com/products/case-of-vodka-sauce,//www.raos.com/cdn/shop/products/Raos_Sauce_Vodka_24oz_ProductShot_600x600_adda02d8-e6c4-4944-bda7-0e256bddf9e9_533x.png?v=1689192802,"Bring home the famous taste of Rao’s Homemade® Vodka Sauce. This rich blend of Italian tomatoes, Parmigiano Reggiano and Pecorino Romano cheeses with a splash of vodka is a bright, creamy sauce that accents any dish.",2024-07-28,Campbell Soup Company,Rao's
Case of Rigatoni Pasta,$19.21 USD,https://www.raos.com/products/case-of-rigatoni-pasta,//www.raos.com/cdn/shop/products/Rigatoni_43a1251f-e14e-40b9-9ac3-0ba74b14c005_533x.png?v=1689192907,Our pasta is made with only two ingredients—durum semolina flour and water. We use traditional bronze dies to cut our pasta creating grooves that grab every drop of sauce.,2024-07-28,Campbell Soup Company,Rao's
Case of Roasted Butternut Squash Soup,$31.87 USD,https://www.raos.com/products/case-of-roasted-butternut-squash-soup,//www.raos.com/cdn/shop/files/RaosButternutSquashSoup_9bba7ab3-c7ae-46bc-9f73-4f8573dbaeef_533x.png?v=1696969783,"Rao's Creamy Butternut Squash Soup is made with a velvety chicken broth, butternut squash & cream base with warming spices. Buy some today!",2024-07-28,Campbell Soup Company,Rao's
Case of Sausage & Potato Soup,$31.87 USD,https://www.raos.com/products/case-of-sausage-potato-soup,//www.raos.com/cdn/shop/files/RaosSausageandPotato_533x.png?v=1690836517,"Bring home the taste of Rao’s Made for Home® Soup! Our sausage & potato soup is packed with potatoes, sweet Italian sausage, cannellini beans, spinach and onions, Parmesan cheese, and a blend of Italian spices.",2024-07-28,Campbell Soup Company,Rao's
Case of Spaghetti Pasta,$48.03 USD,https://www.raos.com/products/case-of-spaghetti-pasta,//www.raos.com/cdn/shop/products/Spaghetti-2_e1cbc22a-4c19-4edf-a8cc-238bfab8dc82_533x.png?v=1689192907,"Our pasta is made with only two ingredients—durum semolina flour and water. We use traditional bronze dies to cut our pasta creating grooves that grab every drop of sauce. Our spaghetti pairs well with traditional, tomato-based sauces, like Marinara.",2024-07-28,Campbell Soup Company,Rao's
Case of Tomato Basil Soup,$31.87 USD,https://www.raos.com/products/case-of-tomato-basil-soup,//www.raos.com/cdn/shop/files/RaosTomatoBasil_533x.png?v=1690836464,"Bring home the taste of Rao’s Made for Home® Soup! Our tomato basil soup uses Italian whole peeled tomatoes simmered with carrots, celery, onion, basil and garlic.",2024-07-28,Campbell Soup Company,Rao's
Case of Tortellini & Vegetable Soup,$31.87 USD,https://www.raos.com/products/case-of-tortellini-vegetable-soup,//www.raos.com/cdn/shop/files/RaosTortelliniandVegetable_533x.png?v=1690836395,"Bring home the taste of Rao’s Soup! Our tortellini & vegetable soup is packed with Italian whole peeled tomatoes, ricotta cheese tortellini, vegetables, and Parmesan cheese, finished with a blend of Italian spices.",2024-07-28,Campbell Soup Company,Rao's
Case of Vegetable Minestrone Soup,$31.87 USD,https://www.raos.com/products/case-of-vegetable-minestrone-soup,//www.raos.com/cdn/shop/files/RaosVegetableMinestrone_533x.png?v=1690833847,"Bring home the taste of Rao’s Made for Home® Soup! Our vegetable minestrone is an Italian tomato broth filled with carrots, celery, onions, ditalini pasta, potatoes, zucchini, peas, green beans, red kidney beans and chickpeas.",2024-07-28,Campbell Soup Company,Rao's
Chicken & Gnocchi Soup,$5.89 USD,https://www.raos.com/products/chicken-gnocchi-soup,//www.raos.com/cdn/shop/files/RaosChickenandGnocchiSoup_45ea9578-7a96-4664-81f2-6a3217168dd0_533x.png?v=1690837996,"Bring home the taste of Rao’s Made for Home® Soup! Our chicken gnocchi soup starts with a creamy chicken broth and is loaded with gnocchi, chicken, carrots, onions, spinach and celery.",2024-07-28,Campbell Soup Company,Rao's
N/A,N/A,N/A,N/A,N/A,2024-07-28,Campbell Soup Company,Rao's
College Care Pack,$40.00 USD,https://www.raos.com/products/college-care-pack,//www.raos.com/cdn/shop/products/6903SOV_College_Pack_Image_L1A_533x.png?v=1689192912,"Make sure your favorite student is well-fed with this back-to-school pasta and sauce variety pack featuring our Marinara, Arrabbiata, and Tomato Basil sauces as well as two packs of Spaghetti and one pack of Penne!  Subscribe today to save so they’re ready for everything from mid-terms to finals!",2024-07-28,Campbell Soup Company,Rao's
Creamy Alfredo Sauce,$8.99 USD,https://www.raos.com/products/alfredo-sauce,//www.raos.com/cdn/shop/products/Raos_Sauce_Alfredo_Sauce_15oz_ProductShot_600x600_36c02277-cd01-464b-8002-27f76cba249d_533x.png?v=1689192806,"Rao’s Homemade Alfredo Pasta Sauce features an all-natural, premium quality blend of rich Parmesan and Romano cheeses, cream, and butter.Following the same authentic Rao’s recipe perfected by generations, each jar of alfredo sauce brings you the warm, classic flavor of homemade pasta sauce. Our white alfredo pasta sauce is slow-cooked in small batches with hand-selected ingredients resulting in a super creamy, cheesy sauce that's loaded with flavor.Some nutritional highlights of Rao's Alfredo Sauce include:",2024-07-28,Campbell Soup Company,Rao's
Elbow Macaroni,$2.99 USD,https://www.raos.com/products/elbow-macaroni,//www.raos.com/cdn/shop/products/elbow-macaroni_533x.png?v=1689192833,"Our pasta is made with only two ingredients—durum semolina flour and water. We use traditional bronze dies to cut our pasta creating grooves that grab every drop of sauce. This small curved pasta is most commonly used to prepare classic casseroles, but can also be used for soups and other pasta-based recipes.",2024-07-28,Campbell Soup Company,Rao's
Farfalle Pasta,$3.59 USD,https://www.raos.com/products/farfalle-pasta,//www.raos.com/cdn/shop/products/Farfalle_533x.png?v=1689192847,Our pasta is made with only two ingredients—durum semolina flour and water.,2024-07-28,Campbell Soup Company,Rao's
Fettuccine Pasta,$3.59 USD,https://www.raos.com/products/fettuccine-pasta,//www.raos.com/cdn/shop/products/Fettuccine_533x.png?v=1689192844,Our pasta is made with only two ingredients—durum semolina flour and water. We use traditional bronze dies to cut our pasta creating grooves that grab every drop of sauce.,2024-07-28,Campbell Soup Company,Rao's
Fire Roasted Vegetable Frozen Pizza,$0.00 USD,https://www.raos.com/products/fire-roasted-vegetable-pizza,//www.raos.com/cdn/shop/products/FireRoastedVegetablePizza_533x.webp?v=1671654177,N/A,2024-07-28,Campbell Soup Company,Rao's
Five Cheese Frozen Pizza,$0.00 USD,https://www.raos.com/products/five-cheese-pizza,//www.raos.com/cdn/shop/products/FiveCheesePizza_533x.webp?v=1671655343,N/A,2024-07-28,Campbell Soup Company,Rao's
Four Cheese Pasta Bake,$14.99 USD,https://www.raos.com/products/four-cheese-pasta-bake,//www.raos.com/cdn/shop/products/Four-Cheese-Pasta-Bake_533x.png?v=1689192853,"Cavatappi pasta tossed in a creamy parmesan cheese sauce, topped with mozzarella, fontina, and romano cheeses.",2024-07-28,Campbell Soup Company,Rao's
Four Cheese Sauce - 24oz Case,$8.99 USD,https://www.raos.com/products/four-cheese-sauce-24oz-case,//www.raos.com/cdn/shop/products/Raos_Sauce_Four_Cheese_24oz_ProductShot_600x600_a874024c-e137-43a2-80c2-c9d879482467_533x.png?v=1689192856,"Bring home the famous taste of Rao’s Homemade® Four Cheese Sauce. This sauce is a rich blend of Italian tomatoes and four classic, Italian cheeses without onions or garlic.",2024-07-28,Campbell Soup Company,Rao's
Frozen Chicken Alfredo,$14.99 USD,https://www.raos.com/products/chicken-alfredo,//www.raos.com/cdn/shop/products/Chicken-Alfredo-Small_533x.png?v=1689192844,Tender white meat chicken in a creamy alfredo sauce over pasta. Made with chargrilled chicken strips.,2024-07-28,Campbell Soup Company,Rao's
Frozen Chicken Parmesan,From $6.99 USD,https://www.raos.com/products/chicken-parmesan,//www.raos.com/cdn/shop/products/Chicken-Parn-Large_533x.png?v=1689192783,Crispy breaded chicken with marinara sauce and delicious mozzarella over pasta. Available in 8.5 oz and 25 oz sizes.,2024-07-28,Campbell Soup Company,Rao's
Frozen Meat Lasagna,From $6.99 USD,https://www.raos.com/products/meat-lasagna,//www.raos.com/cdn/shop/products/Meat-Lasagna-Large_533x.png?v=1689192844,"Pasta layered with fresh ricotta cheese, mozzarella, beef, sausage, and marinara sauce. Available in 9 oz and 27 oz sizes.",2024-07-28,Campbell Soup Company,Rao's
N/A,N/A,N/A,N/A,N/A,2024-07-28,Campbell Soup Company,Rao's
Frozen Meatballs & Sauce,$14.99 USD,https://www.raos.com/products/meatballs-sauce,//www.raos.com/cdn/shop/products/Meatballs-Large_533x.png?v=1689192844,Tender and juicy beef and pork meatballs smothered in marinara sauce.,2024-07-28,Campbell Soup Company,Rao's
Frozen Penne Alla Vodka,$14.99 USD,https://www.raos.com/products/penne-alla-vodka,//www.raos.com/cdn/shop/products/Penne-Vodka-Small_533x.png?v=1689192783,Delicious penne pasta in a rich and creamy tomato vodka sauce.,2024-07-28,Campbell Soup Company,Rao's
Fusilli Pasta,$3.59 USD,https://www.raos.com/products/fusilli,//www.raos.com/cdn/shop/products/fusilli_533x.png?v=1689192839,"Our pasta is made with only two ingredients—durum semolina flour and water. We use traditional bronze dies to cut our pasta creating grooves that grab every drop of sauce. This corkscrew shaped pasta captures and holds onto sauce in each of its turns and curves, and is best served with a thick sauce.",2024-07-28,Campbell Soup Company,Rao's
Holiday Sweater,$50.00 USD,https://www.raos.com/products/holiday-sweater,//www.raos.com/cdn/shop/products/RaosHolidaySweater_533x.png?v=1689192920,N/A,2024-07-28,Campbell Soup Company,Rao's
Homemade Chicken Noodle Soup,$5.89 USD,https://www.raos.com/products/chicken-noodle-soup,//www.raos.com/cdn/shop/files/RaosChickenNoodle_1d0b0c90-d19f-4336-bba2-9ced1c1547b6_533x.png?v=1690837937,"Rao’s Chicken Noodle Soup is a savory and delicious bowl of warmth. Every batch of Rao’s Chicken Noodle Soup is made from fresh ingredients and simmered to perfection. Our ingredients include chicken broth, tender chicken, fusilli pasta, and fresh vegetables including carrots, celery, and onions. Rao’s Chicken Noodle Soup is a new spin on a classic favorite, the perfect soup for a cold winter day, or any time of the year really.Chicken Noodle Soup Heating Instructions:",2024-07-28,Campbell Soup Company,Rao's
Homemade Marinara Pasta Sauce,From $5.99 USD,https://www.raos.com/products/marinara-sauce,//www.raos.com/cdn/shop/products/Raos_Sauce_Marinara_24oz_ProductShot_600x600_f9fffffc-a193-4cc8-9161-9dac5794b0e1_533x.png?v=1689192794,"Bring home the famous taste of Rao’s Homemade Marinara Sauce. Our marinara sauce is available in a 32 oz, 24 oz, and a 15.5 oz jar, making it an ideal portion for a satisfying meal, whether you’re dining alone or sharing it with company. Rao’s Marinara Sauce is a premium, carb-conscious pasta sauce made with only the finest ingredients.Delicious speaks for itself when enjoying this marinara sauce. Each batch of Rao’s Marinara Sauce is slow cooked in small batches with high-quality ingredients. These wholesome ingredients blend sweet Italian tomatoes, olive oil, and onions with fresh basil, fresh garlic, oregano, black pepper, and salt to create a pasta sauce that brings back memories of family dinners around the table.Some of Rao’s Marinara Sauce nutritional highlights include:",2024-07-28,Campbell Soup Company,Rao's
Italian Sausage and Mushroom Sauce - 24oz Case,$8.99 USD,https://www.raos.com/products/italian-sausage-and-mushroom-sauce-24oz-case,//www.raos.com/cdn/shop/products/Raos_Sauce_SausageMushroom_24oz_ProductShot_600x600_30237c39-b997-463d-a940-443c1b349cfa_533x.png?v=1689192856,"Bring home the famous taste of Rao’s Homestyle® Italian Sausage & Mushroom Sauce. This sauce is made with the finest Italian tomatoes imported from southern Italy, simmered with sausage, mushrooms and spices.",2024-07-28,Campbell Soup Company,Rao's
Italian Wedding Soup,$5.89 USD,https://www.raos.com/products/italian-wedding-soup,//www.raos.com/cdn/shop/files/RaosItalianWedding_fe15b981-c3de-406d-97ee-c2f27437d91a_533x.png?v=1690838204,"Bring home the taste of Rao’s Made for Home® Soup! Our Italian wedding soup is a chicken broth with beef and pork meatballs, carrots, acini di pepe pasta, spinach and onions.",2024-07-28,Campbell Soup Company,Rao's
Italian-Style Lentil Soup,$5.89 USD,https://www.raos.com/products/italian-style-lentil-soup,//www.raos.com/cdn/shop/files/RaosLentil_533x.png?v=1690833728,N/A,2024-07-28,Campbell Soup Company,Rao's
Jar Opener - Tomato Shape,$1.49 USD,https://www.raos.com/products/jar-opener-tomato-shape,//www.raos.com/cdn/shop/products/jar-opener-tomato_533x.png?v=1689192828,Open sauce jars with ease!,2024-07-28,Campbell Soup Company,Rao's
Jute Tote Bag,$5.99 USD,https://www.raos.com/products/jute-tote-bag,//www.raos.com/cdn/shop/products/tote-bag_533x.png?v=1689192830,"This jute tote bag is perfect for groceries, a beach bag and much more. Message reads, “I’m sorry for what I said when I was hungry.”",2024-07-28,Campbell Soup Company,Rao's
Limited Reserve Gold Basket,$300.00 USD,https://www.raos.com/products/limited-reserve-gold-basket,//www.raos.com/cdn/shop/products/Signature-Gold_533x.png?v=1689192853,Our Limited Reserve Gold Basket is the perfect gift for the gourmet food lover in your life.,2024-07-28,Campbell Soup Company,Rao's
N/A,N/A,N/A,N/A,N/A,2024-07-28,Campbell Soup Company,Rao's
Limited Reserve Italian Olive Oil,$15.00 USD,https://www.raos.com/products/limited-reserve-italian-olive-oil,//www.raos.com/cdn/shop/files/LimitedReserveItalianOliveOil_533x.webp?v=1711724002,"A full-bodied Italian olive oil made from premium Italian olives. Robust and with fruity notes, our extra virgin olive oil is perfect for finishing your favorite Italian dishes. Store in a cool, dark place.",2024-07-28,Campbell Soup Company,Rao's
Limited Reserve Toscano Olive Oil,$35.00 USD,https://www.raos.com/products/limited-reserve-toscano-olive-oil,//www.raos.com/cdn/shop/files/LimitedReserveToscanoOliveOil_533x.webp?v=1711723909,"A fruity and savory oil with a strong and slightly spicy aroma made in the Tuscany region of Italy, famous for its rich soil upon which olive oil has been made for centuries.",2024-07-28,Campbell Soup Company,Rao's
Linguine Pasta,$3.59 USD,https://www.raos.com/products/linguine,//www.raos.com/cdn/shop/products/linguine-3_533x.png?v=1689192839,Our pasta is made with only two ingredients—durum semolina flour and water. We use traditional bronze dies to cut our pasta creating grooves that grab every drop of sauce. Our linguine is perfectly paired with pesto or seafood-based sauces.,2024-07-28,Campbell Soup Company,Rao's
Marinara Sauce - 24oz Case,$8.99 USD,https://www.raos.com/products/marinara-sauce-24oz-case,//www.raos.com/cdn/shop/products/Raos_Sauce_Marinara_24oz_ProductShot_600x600_c2435b2c-f231-4098-8590-0e51d113ae58_533x.png?v=1689192874,Bring home the famous taste of Rao’s Homemade® Marinara Sauce. We slow cook sweet Italian plum tomatoes with fresh ingredients to create this classic sauce.,2024-07-28,Campbell Soup Company,Rao's
Marinara Sauce - 32oz Case,$9.99 USD,https://www.raos.com/products/marinara-sauce-32oz-case,//www.raos.com/cdn/shop/products/Raos_Sauce_Marinara_24oz_ProductShot_600x600_3d7d7f84-eada-41a4-af9c-ee61cea59ad5_533x.png?v=1689192877,Bring home the famous taste of Rao’s Homemade® Marinara Sauce. We slow cook sweet Italian plum tomatoes with fresh ingredients to create this classic sauce.,2024-07-28,Campbell Soup Company,Rao's
